,Unnamed: 0,Text,Label,socialMediaAbuse,socialMediaAbuse_socialMediaAbuse
2350,2350,"likeable thanks to its cast , its cuisine and its quirky tunes .",1,"[704, 4834, 5984, 2396, 8063]",1
2351,2351,"chilling in its objective portrait of dreary , lost twenty-first century america .",1,"[1695, 3629, 5368, 1246, 573]",0
2352,2352,highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,1,"[4141, 688, 372, 2263, 8204]",1
2353,2353,. . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,1,"[2456, 4228, 6965, 593, 2660]",1
2355,2355,"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",1,"[2652, 3389, 4220, 1456, 2468]",1
2356,2356,judith and zaza's extended bedroom sequence . . . is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,1,"[1554, 103, 451, 354, 630]",1
2357,2357,photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,1,"[6327, 2744, 3480, 4854, 4086]",0
2358,2358,"a knowing look at female friendship , spiked with raw urban humor .",1,"[1045, 2279, 720, 2280, 3870]",1
2359,2359,"as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances .",1,"[3228, 2537, 3395, 2819, 6188]",1
2360,2360,"the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",1,"[7717, 2973, 2123, 1834, 8285]",1
2361,2361,it's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,1,"[3785, 960, 7600, 5401, 3916]",1
2362,2362,"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff's documentary , hell house , reflects their earnestness  which makes for a terrifying film .",1,"[762, 8024, 3941, 1263, 6156]",1
2363,2363,"confessions may not be a straightforward bio , nor does it offer much in the way of barris' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .",1,"[2574, 4008, 2650, 6900, 3421]",1
2364,2364,an intoxicating experience .,1,"[463, 2983, 6835, 2426, 3672]",1
2365,2365,"a special kind of movie , this melancholic film noir reminded me a lot of memento . . .",1,"[76, 4207, 1824, 1289, 3241]",1
2366,2366,"simple , poignant and leavened with humor , it's a film that affirms the nourishing aspects of love and companionship .",1,"[3785, 388, 2001, 1418, 3158]",1
2367,2367,"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey .",1,"[2853, 1254, 1870, 8263, 2161]",1
2368,2368,"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing .",1,"[1522, 2289, 3904, 3159, 6632]",1
2369,2369,"with notorious c . h . o . cho proves she has the stuff to stand tall with pryor , carlin and murphy .",1,"[771, 3434, 8453, 671, 1696]",1
2370,2370,less front-loaded and more shapely than the two-hour version released here in 1990 .,1,"[5020, 7077, 5431, 5919, 739]",1
2371,2371,"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals .",1,"[2714, 2860, 5181, 3228, 2262]",1
2372,2372,[a] real pleasure in its laid-back way .,1,"[1164, 676, 2983, 3672, 7592]",1
2373,2373,some may choose to interpret the film's end as hopeful or optimistic but i think payne is after something darker .,1,"[3805, 6055, 4573, 2158, 4668]",0
2374,2374,"though it runs 163 minutes , safe conduct is anything but languorous . it's packed to bursting with incident , and with scores of characters , some fictional , some from history .",1,"[3309, 1571, 731, 2391, 7850]",1
2375,2375,"a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title would have you believe .",1,"[6058, 499, 5028, 16, 1280]",1
2376,2376,"notwithstanding my problem with the movie's final half hour , i'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and also the unique way shainberg goes about telling what at heart is a sweet little girl-",1,"[6763, 2355, 3022, 3268, 255]",1
2377,2377,a well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,1,"[513, 1609, 2468, 2409, 3532]",1
2378,2378,the film has the uncanny ability to right itself precisely when you think it's in danger of going wrong .,1,"[8123, 5425, 6834, 3775, 3363]",1
2379,2379,"my big fat greek wedding is that rare animal known as 'a perfect family film , ' because it's about family .",1,"[1480, 2772, 2698, 2315, 5476]",1
2380,2380,would make an excellent companion piece to the similarly themed 'the french lieutenant's woman . ',1,"[2408, 3163, 2492, 3571, 1415]",1
2381,2381,". . . with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .",1,"[2518, 4074, 3269, 5020, 3815]",1
2382,2382,"a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .",1,"[7016, 5016, 8278, 3757, 5282]",0
2383,2383,"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother .",1,"[1922, 3083, 3427, 7205, 2182]",0
2384,2384,"functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",1,"[2109, 2904, 1047, 1600, 756]",1
2385,2385,"with a confrontational stance , todd solondz takes aim on political correctness and suburban families .",1,"[3962, 246, 4443, 8405, 3787]",0
2386,2386,"a mess , but it's a sincere mess .",1,"[6469, 3031, 7154, 7701, 4904]",1
2387,2387,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .",1,"[3893, 7773, 5721, 3299, 5706]",0
2388,2388,"for a debut film , skin of man , heart of beast feels unusually assured .",1,"[7226, 4064, 6167, 1635, 7870]",1
2389,2389,"a photographic marvel of sorts , and it's certainly an invaluable record of that special fishy community .",1,"[639, 5873, 3765, 8227, 941]",1
2390,2390,"it's soulful and unslick , and that's apparently just what [aniston] has always needed to grow into a movie career .",1,"[3988, 8118, 6289, 1688, 5689]",1
2391,2391,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two .",1,"[2003, 8474, 3820, 7938, 7846]",1
2392,2392,a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .,1,"[6965, 833, 5189, 1408, 3347]",1
2393,2393,"terry is a sort of geriatric dirty harry , which will please eastwood's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .",1,"[1203, 7170, 7609, 7179, 8321]",1
2394,2394,"parts seem like they were lifted from terry gilliam's subconscious , pressed through kafka's meat grinder and into buñuel's casings",1,"[189, 409, 4576, 2543, 6752]",1
2395,2395,'like a child with an important message to tell . . . [skins'] faults are easy to forgive because the intentions are lofty . ',1,"[5974, 5414, 6481, 5768, 2787]",1
2396,2396,a delightful entree in the tradition of food movies .,1,"[3407, 2643, 3018, 826, 7662]",1
2397,2397,an escapist confection that's pure entertainment .,1,"[4120, 413, 1033, 1444, 2426]",1
2398,2398,"the ring is worth a look , if you don't demand much more than a few cheap thrills from your halloween entertainment .",1,"[1856, 2900, 1503, 1281, 1458]",1
2399,2399,"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much .",1,"[7468, 1837, 653, 8118, 1488]",1
2400,2400,"reassuring , retro uplifter .",1,"[995, 5163, 1414, 4866, 5033]",1
2401,2401,throwing it all away for the fleeting joys of love's brief moment .,1,"[5975, 524, 428, 6652, 7717]",0
2402,2402,"armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud .",1,"[5853, 2133, 2989, 5310, 2288]",1
2403,2403,a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood .,1,"[2955, 5157, 4952, 3541, 3764]",1
2404,2404,begins like a docu-drama but builds its multi-character story with a flourish .,1,"[4142, 1163, 3227, 6521, 1922]",1
2405,2405,one of the most genuinely sweet films to come along in quite some time .,1,"[2021, 3086, 2468, 2901, 2589]",1
2406,2406,"after an uncertain start , murder hits and generally sustains a higher plateau with bullock's memorable first interrogation of gosling .",1,"[7481, 2894, 2606, 46, 6649]",1
2407,2407,the story ultimately takes hold and grips hard .,1,"[8176, 7105, 7634, 6477, 6521]",1
2408,2408,"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism .",1,"[3163, 304, 2613, 3704, 1379]",1
2409,2409,an emotionally strong and politically potent piece of cinema .,1,"[573, 4159, 1737, 2377, 446]",1
2410,2410,enticing and often funny documentary .,1,"[2247, 3098, 2594, 3383, 3156]",1
2411,2411,"going to this movie is a little like chewing whale blubber - it's an acquired taste that takes time to enjoy , but it's worth it , even if it does take 3 hours to get through .",1,"[1067, 3814, 8260, 1176, 6374]",1
2412,2412,a portrait of hell so shattering it's impossible to shake .,1,"[3686, 6004, 762, 2362, 8527]",0
2413,2413,almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called 'the gift of tears . ',1,"[633, 2001, 7630, 2994, 2754]",1
2414,2414,better than the tepid star trek : insurrection ; falls short of first contact because the villain couldn't pick the lint off borg queen alice krige's cape ; and finishes half a parsec ( a nose ) ahead of generations .,1,"[6906, 6006, 942, 4477, 8047]",1
2415,2415,"at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .",1,"[7591, 1978, 580, 5815, 3835]",1
2416,2416,"tense , terrific , sweaty-palmed fun .",1,"[2430, 4269, 6801, 463, 1627]",1
2417,2417,majidi's direction has never been smoother or more confident .,1,"[3951, 5588, 1027, 4556, 6563]",1
2418,2418,visually captivating .,1,"[4016, 3600, 7372, 1816, 1831]",1
2419,2419,what a bewilderingly brilliant and entertaining movie this is .,1,"[4103, 191, 320, 3738, 182]",1
2420,2420,"hard , endearing , caring , warm . bring tissues .",1,"[1011, 4456, 1865, 1882, 3450]",1
2421,2421,"a thriller with an edge -- which is to say that it doesn't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .",1,"[3028, 5764, 2998, 6706, 4938]",1
2422,2422,""" me without you "" is a probing examination of a female friendship set against a few dynamic decades .",1,"[2782, 6426, 3636, 2279, 5187]",1
2423,2423,"inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",1,"[7962, 1259, 2744, 138, 4001]",1
2424,2424,"though frodo's quest remains unfulfilled , a hardy group of determined new zealanders has proved its creative mettle .",1,"[1839, 3648, 3177, 4206, 1726]",1
2425,2425,"it's a square , sentimental drama that satisfies , as comfort food often can .",1,"[1247, 118, 4834, 8063, 2396]",1
2426,2426,"pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .",1,"[752, 5143, 1747, 2409, 2468]",1
2427,2427,"ramsay is clearly extraordinarily talented , and based on three short films and two features , here's betting her third feature will be something to behold .",1,"[1322, 2950, 2168, 2793, 917]",1
2428,2428,i was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american-russian armageddon .,1,"[5169, 3526, 5595, 5569, 5113]",1
2429,2429,"a classy , sprightly spin on film .",1,"[3044, 1593, 3918, 1831, 385]",1
2430,2430,"fast , frantic and fun , but also soon forgotten",1,"[1436, 7763, 1087, 220, 6543]",0
2431,2431,a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,1,"[64, 4228, 2954, 1139, 3441]",1
2432,2432,"devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",1,"[1478, 3960, 1584, 7267, 8340]",1
2433,2433,fulfills the minimum requirement of disney animation .,1,"[4483, 1846, 7784, 6516, 1635]",0
2434,2434,"a moving , if uneven , success .",1,"[30, 3428, 1710, 2763, 6553]",1
2435,2435,"with one exception , every blighter in this particular south london housing project digs into dysfunction like it's a big , comforting jar of marmite , to be slathered on crackers and served as a feast of bleakness .",1,"[4476, 3181, 2739, 2176, 6365]",0
2436,2436,"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .",1,"[2311, 2748, 4552, 3126, 6646]",1
2437,2437,there's plenty to impress about e . t .,1,"[2876, 3492, 1570, 2009, 6673]",1
2438,2438,"a chronicle not only of one man's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign's end , an extended publicity department .",1,"[1666, 308, 3395, 573, 4806]",1
2439,2439,"until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",1,"[4611, 3768, 1507, 5616, 129]",1
2440,2440,[woo's] most resonant film since the killer .,1,"[673, 7110, 8129, 2405, 2702]",1
2441,2441,"collateral damage is trash , but it earns extra points by acting as if it weren't .",1,"[6743, 6528, 6800, 1241, 5446]",0
2442,2442,"a whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .",1,"[332, 3829, 7211, 2619, 3840]",1
2443,2443,"maybe it is formula filmmaking , but there's nothing wrong with that if the film is well-crafted and this one is .",1,"[5299, 653, 7803, 2130, 6710]",1
2444,2444,[fincher's] camera sense and assured pacing make it an above-average thriller .,1,"[6706, 3124, 3028, 4041, 3633]",1
2445,2445,the film is insightful about kissinger's background and history .,1,"[2859, 2884, 2124, 1196, 7737]",1
2446,2446,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,1,"[3355, 2639, 715, 967, 3686]",1
2447,2447,"a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him .",1,"[805, 4161, 6423, 2552, 2311]",1
2448,2448,"exploits [headbanger] stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",1,"[6211, 5524, 8284, 4975, 1185]",1
2449,2449,a journey that is as difficult for the audience to take as it is for the protagonist -- yet it's potentially just as rewarding .,1,"[1373, 1372, 6676, 1344, 6722]",1
2450,2450,"ratliff's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations , and this film is part of that delicate canon .",1,"[291, 2103, 7254, 2362, 4829]",1
2451,2451,"from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work .",1,"[3192, 129, 3758, 4426, 3901]",1
2452,2452,"passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",1,"[3070, 3166, 6294, 3373, 1918]",1
2453,2453,a comedy that swings and jostles to the rhythms of life .,1,"[106, 767, 4320, 2000, 83]",1
2454,2454,"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second .",1,"[2477, 2076, 795, 6007, 997]",1
2455,2455,"if you're part of her targeted audience , you'll cheer . otherwise , maybe .",1,"[7680, 4321, 6558, 3325, 470]",1
2456,2456,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",1,"[4546, 1044, 833, 953, 2173]",1
2457,2457,"blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew .",1,"[892, 6488, 4177, 4825, 4331]",1
2458,2458,"instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view .",1,"[2477, 4194, 3288, 1096, 4531]",1
2459,2459,"k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia .",1,"[5897, 6973, 1966, 2151, 1556]",1
2460,2460,"contrived as this may sound , mr . rose's updating works surprisingly well .",1,"[3419, 4495, 6538, 818, 8418]",1
2461,2461,a glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .,1,"[4120, 3326, 1752, 2858, 5457]",1
2462,2462,"lavishly , exhilaratingly tasteless .",1,"[463, 5361, 8518, 2426, 1540]",1
2463,2463,"you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works .",1,"[1400, 2525, 2564, 2105, 2896]",1
2464,2464,"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",1,"[2706, 6451, 5480, 4175, 6949]",1
2465,2465,"combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .",1,"[8318, 4700, 3594, 1329, 3373]",1
2466,2466,"while the story's undeniably hard to follow , iwai's gorgeous visuals seduce .",1,"[2887, 2571, 4142, 7640, 2274]",1
2467,2467,"if you can get past the taboo subject matter , it will be well worth your time .",1,"[3994, 800, 651, 1647, 4219]",1
2468,2468,"a lovely film . . . elegant , witty and beneath a prim exterior unabashedly romantic . . . hugely enjoyable in its own right though not really faithful to its source's complexity .",1,"[1456, 1524, 1044, 4103, 4045]",1
2469,2469,"scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",1,"[7920, 7596, 5322, 3152, 4646]",1
2470,2470,[a] devastatingly powerful and astonishingly vivid holocaust drama .,1,"[2246, 3526, 116, 1362, 2537]",1
2471,2471,"a solid cast , assured direction and complete lack of modern day irony .",1,"[2205, 4961, 2324, 3780, 5274]",1
2472,2472,"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i'm all for that .",1,"[3838, 7751, 6060, 5493, 8389]",1
2473,2473,"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .",1,"[3643, 1993, 4928, 1382, 70]",1
2474,2474,worth a look as a curiosity .,1,"[7901, 5250, 8204, 5669, 6059]",0
2475,2475,"you watch for that sense of openness , the little surprises .",1,"[968, 5784, 5851, 7901, 1488]",1
2476,2476,director peter kosminsky gives these women a forum to demonstrate their acting 'chops' and they take full advantage .,1,"[2282, 2367, 4626, 4027, 3446]",1
2477,2477,"auto focus is not your standard hollywood bio-pic . schrader aims to present an unflinching look at one man's downfall , brought about by his lack of self-awareness .",1,"[2458, 2454, 4194, 997, 5144]",1
2478,2478,"the bourne identity shouldn't be half as entertaining as it is , but director doug liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .",1,"[1305, 3351, 439, 504, 3766]",1
2479,2479,"for veggietales fans , this is more appetizing than a side dish of asparagus . if you're not a fan , it might be like trying to eat brussels sprouts .",1,"[3352, 6002, 3761, 2112, 5231]",1
2480,2480,remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies .,1,"[3155, 1900, 3654, 4020, 1683]",1
2481,2481,"the whole mildly pleasant outing -- the r rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of tim allen .",1,"[1044, 8285, 1825, 4679, 8318]",1
2482,2482,"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .",1,"[3013, 1433, 1936, 165, 5851]",1
2483,2483,"the emperor's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .",1,"[4936, 4785, 3775, 7318, 4792]",1
2484,2484,"it's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",1,"[2128, 2558, 3388, 1325, 350]",1
2485,2485,"though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking .",1,"[7508, 2198, 2286, 3194, 6433]",1
2486,2486,"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",1,"[4572, 6123, 6868, 7453, 2355]",1
2487,2487,"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one .",1,"[3054, 2650, 604, 902, 3742]",0
2488,2488,"gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .",1,"[7931, 1457, 3126, 3683, 4108]",1
2489,2489,"the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before .",1,"[5081, 3308, 3639, 3344, 1692]",1
2490,2490,"the movie is brilliant , really . it is philosophy , illustrated through everyday events .",1,"[2707, 721, 6662, 3131, 1533]",1
2491,2491,it's stylishly directed with verve . . .,1,"[4023, 219, 2917, 73, 3430]",1
2492,2492,gives an intriguing twist to the french coming-of-age genre .,1,"[3163, 3571, 2613, 4242, 2408]",1
2493,2493,offers an interesting look at the rapidly changing face of beijing .,1,"[453, 2749, 1538, 7945, 1815]",1
2494,2494,"a solid , psychological action film from hong kong .",1,"[4085, 5634, 1382, 2929, 2529]",1
2495,2495,"see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles .",1,"[8150, 2173, 4286, 5329, 6274]",1
2496,2496,"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin .",1,"[1308, 4046, 580, 4305, 5917]",1
2497,2497,an enjoyable feel-good family comedy regardless of race .,1,"[610, 7070, 960, 7600, 3622]",1
2498,2498,features what is surely the funniest and most accurate depiction of writer's block ever .,1,"[8177, 2858, 1986, 1436, 8328]",1
2499,2499,it would take a complete moron to foul up a screen adaptation of oscar wilde's classic satire .,1,"[4029, 271, 1532, 647, 3238]",0
2500,2500,"it's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .",1,"[639, 5901, 1001, 3649, 1913]",1
2501,2501,"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency .",1,"[1471, 143, 4571, 7900, 8365]",1
2502,2502,"bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .",1,"[565, 3080, 2893, 2248, 794]",1
2503,2503,"lead actress gaï , she of the impossibly long limbs and sweetly conspiratorial smile , is a towering siren .",1,"[568, 5386, 8086, 4692, 2751]",1
2504,2504,"even if you've seen "" stomp "" ( the stage show ) , you still have to see this !",1,"[2229, 5633, 3468, 3280, 4426]",1
2505,2505,". . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject  taking us through a film that is part biography , part entertainment and part history .",1,"[895, 3742, 991, 3857, 2871]",1
2506,2506,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",1,"[1261, 7296, 3402, 674, 1428]",1
2507,2507,"rife with the rueful , wry humor springing out of yiddish culture and language .",1,"[5652, 989, 3661, 1092, 1680]",1
2508,2508,"a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .",1,"[2523, 5994, 576, 1562, 1576]",1
2509,2509,rubbo's humorously tendentious intervention into the who-wrote-shakespeare controversy .,1,"[2854, 7799, 1547, 15, 5376]",1
2510,2510,"cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in .",1,"[1651, 36, 5162, 2500, 3751]",1
2511,2511,k-19 : the widowmaker is a great yarn .,1,"[1702, 1886, 4037, 631, 3206]",1
2512,2512,it's as raw and action-packed an experience as a ringside seat at a tough-man contest .,1,"[3072, 3588, 1594, 3058, 5577]",1
2513,2513,"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .",1,"[8300, 1088, 1681, 7955, 6932]",1
2514,2514,a brilliant gag at the expense of those who paid for it and those who pay to see it .,1,"[4996, 6276, 4122, 8071, 6439]",1
2515,2515,visually striking and viscerally repellent .,1,"[5893, 3399, 5335, 5600, 6478]",0
2516,2516,overcomes its visual hideousness with a sharp script and strong performances .,1,"[8114, 1142, 7693, 6329, 7670]",1
2517,2517,touché !,1,"[716, 1637, 2264, 2416, 7536]",1
2518,2518,astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one .,1,"[1710, 3341, 3501, 4074, 5415]",1
2519,2519,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly .,1,"[4051, 860, 1608, 3124, 73]",1
2520,2520,"the year 2002 has conjured up more coming-of-age stories than seem possible , but take care of my cat emerges as the very best of them .",1,"[472, 9, 1504, 1820, 3412]",1
2521,2521,"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't dull .",1,"[8395, 4093, 6679, 6338, 3166]",1
2522,2522,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins .",1,"[1905, 1766, 4057, 131, 2238]",1
2523,2523,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",1,"[1739, 576, 2508, 3405, 6747]",1
2524,2524,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves .,1,"[3163, 3571, 2408, 2492, 2856]",1
2525,2525,"a fine documentary can be distinguished from a mediocre one by the better film's ability to make its subject interesting to those who aren't part of its supposed target audience . judging by those standards , 'scratch' is a pretty decent little documentary .",1,"[2896, 2463, 2742, 5336, 5028]",1
2526,2526,"fubar is very funny , but not always in a laugh-out-loud way .",1,"[1920, 8345, 4122, 3980, 6556]",1
2527,2527,a diverse and astonishingly articulate cast of palestinian and israeli children .,1,"[1572, 979, 808, 828, 7033]",1
2528,2528,slight but enjoyable documentary .,1,"[3383, 5336, 3465, 452, 3156]",1
2529,2529,"'the film is stark , straightforward and deadly . . . an unnatural calm that's occasionally shaken by . . . blasts of rage , and later , violent jealousy . '",1,"[785, 1434, 7472, 2744, 2377]",0
2530,2530,an impressive hybrid .,1,"[921, 3872, 5519, 1798, 2165]",1
2531,2531,"call this the full monty on ice , the underdog sports team formula redux .",1,"[3588, 3832, 4677, 6034, 4929]",0
2532,2532,"unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow .",1,"[4203, 176, 224, 5802, 3790]",1
2533,2533,a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions .,1,"[3946, 5499, 4001, 5759, 2087]",1
2534,2534,"the heat of the moment prevails . it cooks conduct in a low , smoky and inviting sizzle .",1,"[134, 6099, 1474, 2300, 1221]",1
2535,2535,a riveting story well told .,1,"[2940, 4019, 4039, 1506, 402]",1
2536,2536,"denis forges out of the theories of class- based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord .",1,"[2448, 897, 946, 6454, 1045]",1
2537,2537,"a compelling pre-wwii drama with vivid characters and a warm , moving message .",1,"[1013, 559, 3228, 2470, 1403]",1
2538,2538,"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .",1,"[5358, 5529, 365, 4783, 121]",1
2539,2539,pretty good little movie .,1,"[1028, 182, 3738, 4103, 1039]",1
2540,2540,"by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre .",1,"[2601, 7786, 8297, 630, 1275]",1
2541,2541,worse than 'silence of the lambs' better than 'hannibal',1,"[2942, 6425, 2188, 1659, 3050]",1
2542,2542,"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . .",1,"[3208, 7468, 1262, 1488, 3890]",1
2543,2543,"[the digital effects] reminded me of terry gilliam's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",1,"[6264, 8058, 575, 6988, 632]",1
2544,2544,an entertaining mix of period drama and flat-out farce that should please history fans .,1,"[1023, 4221, 4026, 6753, 6946]",1
2545,2545,canada's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,"[1413, 4375, 4575, 7090, 499]",1
2546,2546,"the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and it implies in its wake the intractable , irreversible flow of history .",1,"[2855, 6801, 2713, 3076, 4937]",1
2547,2547,"alternately hilarious and sad , aggravating and soulful , scathing and joyous . it's a masterpeice .",1,"[352, 3060, 3870, 2298, 3242]",1
2548,2548,"the film's messages of tolerance and diversity aren't particularly original , but one can't help but be drawn in by the sympathetic characters .",1,"[138, 4078, 2744, 446, 868]",1
